631616665	631616665	5	1604816152	1611308647
197475806	197475806	4	1605344234	1611273789
1733913344	1733913344	0	1610286228	1610904989
694350629	694350629	5	1604816766	1604816766
1783351511	1783351511	0	1607217068	1607217067
2982875892	2982875892	4	1604819918	1610621723
3219725261	3219725261	2	1604824098	1610669181
13273306	13273306	0	1606608596	1610950598
2417649722	2417649722	0	1609918688	1610609155
3574212874	3574212874	0	1608949634	1608949646
46727933	46727933	0	1605346008	1611290755
522458206	522458206	0	1605344601	1611290450
1604318582	1604318582	0	1611288168	1611294141
1305550688	1305550688	0	1609582593	1611232862
2649344068	2649344068	0	1605345027	1610513032
2322482262	2322482262	0	1605346259	1606608375
2410599925	2410599925	0	1611286059	1611286076
2954383927	2954383927	0	1605346767	1611272819
1258040792	1258040792	0	1607458297	1611234028
442463786	442463786	4	1605369059	1611239071
785553589	785553589	0	1607561957	1607789704
3315681254	3315681254	0	1610160148	1610160148
1093283984	1093283984	0	1605369673	1610855114
249338038	249338038	0	1610104232	1611257273
3083437188	3083437188	0	1605618566	1611295240
1172704725	1172704725	0	1606621105	1606621105
870134224	870134224	0	1606003065	1611052935
871381879	871381879	0	1605624895	1605625161
1763392245	1763392245	0	1607215778	1611057999
2990679526	2990679526	0	1606613613	1606613610
2807200113	2807200113	0	1605713735	1605713745
3370932855	3370932855	0	1607554609	1607602332
277813936	277813936	0	1607598738	1610159833
2889063525	2889063525	0	1605713885	1605713885
528234387	528234387	0	1611294367	1611294379
1925901889	1925901889	0	1606059285	1606181745
315757378	315757378	0	1606094408	1606631289
435948435	435948435	0	1606094478	1606472145
1282571291	1282571291	0	1607177125	1607177144
2549746253	2549746253	0	1606400561	1606716037
2668117989	2668117989	0	1606613940	1606613940
593075463	593075463	0	1607169347	1611291105
563846587	563846587	0	1607175443	1610284338
1643668322	1643668322	0	1607303354	1607303354
3146665870	3146665870	0	1610285576	1610855376
873395892	873395892	0	1607350778	1607350777
1159706955	1159706955	0	1610945978	1610945976
1774699840	1774699840	0	1607426311	1607426618
1144012036	1144012036	0	1607483053	1611277474
1047780284	1047780284	0	1607582439	1607582439
371262898	371262898	0	1609723005	1610356270
2198363749	2198363749	0	1607836286	1607836544
663756113	663756113	0	1608875085	1608875093
3450428242	3450428242	0	1608963080	1608963080
1447231496	1447231496	0	1609574919	1609575764
328758869	328758869	0	1609575735	1609642275
734388615	734388615	0	1609725506	1611290911
1757497670	1757497670	0	1609630178	1609722851
2057541910	2057541910	0	1609843903	1609843903
2264350383	2264350383	0	1610934013	1610934025
1826861819	1826861819	0	1610102258	1610102258
2416194459	2416194459	0	1610414787	1610414787
851071541	851071541	0	1610260132	1610260122
1284566946	1284566946	0	1610449125	1610449125
3179302494	3179302494	0	1610512818	1610609055
